Entered_By,QAQC_By,Region,Site,Plot_ID,Target_Species,No_Target_Whelks_In_Plot,No_Whelks_Added,Added_Whelk_IDs,Deploy_Date,Survey_Date,Days_Deployed,Weeks_Deployed,Survey_By,Recorded_By,Bare_Space,Whelk_Eggs,Acorn_Barnacle_Cover,Dead_Acorn_Barnacle_Cover,Gooseneck_Barnacle_Cover,Gooseneck_Barnacle_Count,Dead_Gooseneck_Barnacle_Cover,Dead_Gooseneck_Barnacle_Count,Drilled_Gooseneck_Barnacle_Count,Thatched_Barnacle_Semibalanus_spp,Volcano_Barnacle_T._rubescens,California_Mussel_M._californianus_Cover,California_Mussel_M._californianus_Count,Dead_M._californianus_Cover,Dead_M._californianus_Count,Drilled_M._californianus_Count,Adam's_Mussel_Brachidontes,Mediterranean_Mussel_M._galloprovincialis_Cover,Mediterranean_Mussel_M._galloprovincialis_Count,Dead_M._galloprovincialis_Cover,Dead_M._galloprovincialis_Count,Drilled_M._galloprovincialis_Count,"Bay_Mussel_
M._trossulus",Oyster,Tubeworm,Aggregating_Anemone_A._elegantissima,Sunburst_Anemone_A._sola,Brooding_Anemone_E._prolifera,Sandcastle_Worms_P._californica,Encrusting_bryozoan,Coralline_algae_Articulated,Coralline_algae_Encrusting,Wine_Crust_Hildenbrandia,Fleshy_Crust_Petrocelis,Brown_Crust_Ralfsia,Hornweed_Ceramium,Lawn_Algae_Chondracanthus,Sea_Potato_Colpomenia,Turfweed_Endocladia,Gelidium,Laurencia,Leathesia,Turkish_Washcloth_Mastocarpus,Mazzaella_leptorhyncos,Mazzaella_splendens,Petalonia,Porphyra,Sea_lettuce_Ulva_spp.,Surfgrass_Phyllospadix,Biofilm,Egregia menziesii,Colpomenia,Angled_Unicorn_Whelk_A._spirata_Cover,Angled_Unicorn_Whelk_A._spirata_Count,Dark_Unicorn_Whelk_M._lugubris_Cover,Dark_Unicorn_Whelk_M._lugubris_Count,Channeled_Whelk_N._canaliculata,Emarginate_Whelk_N._emarg_ost,Poulsons_Dwarf_Triton_R._poulsoni,Spotted_Thorn_Drupe_A._punctualta,Graceful_Rocksnail_O._gracillima,Lurid_Rocksnail_O._lurida,Fringed_Dogwhelk_N._lamellosa,Olive_Snail_Olivella,Periwinkle_Snails_Littorina_spp.,Turban_Snails_Tegula_sp.,Chitons,Limpets_Small_Lottia_spp.,Owl_Limpet_L._gigantea,Hermit_Crab_Pagurus_spp,Lined_Shore_Crab_Pachygrapsus,Purple_Crab_Hemigrapsus,Brittle_Star_Ophiuroid,Ochre_Star_Pisaster,Errant_Polychaete,Notes
RB,SS,NorCal,Mendocino North,3 Whelk,As,3,3,NA,6/21/2023,6/21/2023,0,0,BM,BM,10,0,43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,2,0,40,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.3,0,0,0,0,0,0,0,
RB,SS,NorCal,Mendocino North,0 Whelk,As,0,0,NA,6/21/2023,6/21/2023,0,0,BM,BM,30,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,4,4,0,0,0,0,24,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,
RB,SS,NorCal,Mendocino North,12 Whelk,As,12,12,NA,6/21/2023,6/21/2023,0,0,BM,BM,20,0,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,25,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.1,0,0,0,0,0,0,0,
RB,SS,NorCal,Mendocino North,No Cage,As,0,0,NA,6/21/2023,6/21/2023,0,0,BM,BM,15,0,75,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,
RB,SS,NorCal,Mendocino North,6 Whelk,As,6,6,NA,6/21/2023,6/21/2023,0,0,BM,BM,10,0,73,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1,0,0,0,0,0,0,0,
RB,SS,NorCal,Mendocino North,Partial,As,0,0,NA,6/21/2023,6/21/2023,0,0,BM,BM,60,0,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RB,SS,NorCal,Mendocino North,1 Whelk,As,1,1,NA,6/21/2023,6/21/2023,0,0,BM,BM,0,0,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RB,SS,NorCal,Mendocino South,12 Whelk,As,12,12,NA,6/22/2023,6/22/2023,0,0,BM,BM,48,0,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
RB,SS,NorCal,Mendocino South,1 Whelk,As,1,1,NA,6/22/2023,6/22/2023,0,0,BM,BM,46,0,50,0.1,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,
RB,SS,NorCal,Mendocino South,6 Whelk,As,6,6,NA,6/22/2023,6/22/2023,0,0,BM,BM,73,0,20,5,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.5,0,0,0,0,0,0,0,
RB,SS,NorCal,Mendocino South,0 Whelk,As,0,0,NA,6/22/2023,6/22/2023,0,0,BM,BM,47,0,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.1,0,0,1,0,0,0,0,
RB,SS,NorCal,Mendocino South,Partial,As,0,0,NA,6/22/2023,6/22/2023,0,0,BM,BM,55,0,33,2,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,1,0,2,0,0,0,0,0,0,0,
RB,SS,NorCal,Mendocino South,No Cage,As,0,0,NA,6/22/2023,6/22/2023,0,0,BM,BM,44,0,24,26,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,0,
RB,SS,NorCal,Mendocino South,3 Whelk,As,3,3,NA,6/22/2023,6/22/2023,0,0,BM,BM,50,0,45,1,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,All mussels are very small
RB,SS,SoCal,Scripps,12 Whelk,M,13,-1,NA,5/29/2023,6/27/2023,29,4,RB,JO,45,0,3,12,11,46,1,1,1,0,0,9,32,0,0,0,0,8,21,5,11,11,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,2,0,0,2,2,0,2,0,0,0,0,Whelk #335 removed from cage
RB,SS,SoCal,Scripps,No Cage,M,0,0,NA,5/29/2023,6/27/2023,29,4,RB,JO,45,0,5,5,1,2,0,0,0,0,0,8,5,0,0,0,0,8,20,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,
RB,SS,SoCal,Scripps,6 Whelk,M,6,0,NA,5/29/2023,6/27/2023,29,4,RB,JO,45,0,10,5,1,2,0,0,0,0,0,6,11,0,0,0,1,6,13,2,2,2,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,2,4,1,3,0,0,1,0,0,0,0,
RB,SS,SoCal,Scripps,3 Whelk,M,3,0,NA,5/29/2023,6/27/2023,29,4,RB,JO,30,0,4,11,1,1,0,0,0,0,0,8,10,0,0,0,0.2,7,24,1,1,1,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,1,1,4,0,0,0.5,0,0,0,0,
RB,SS,SoCal,Scripps,Partial,M,0,0,NA,5/29/2023,6/27/2023,29,4,RB,JO,40,0,15,10,0.5,1,0,0,0,0,0,18,34,0.5,1,0,0,3,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0.5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,4,3,0,0,0,0,0,0,
RB,SS,SoCal,Scripps,1 Whelk,M,1,0,NA,5/29/2023,6/27/2023,29,4,RB,JO,40,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,1,6,12,0,0,0,0,0,0,5,0,0,0,0,0,0.5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7,0,1,5,0,0,0,0,0,0,0,
RB,SS,SoCal,Scripps,0 Whelk,M,0,0,NA,5/29/2023,6/27/2023,29,4,RB,JO,30,0,17,13,3,8,0,0,0,0,0,8,15,0,0,0,0.5,8,21,0,0,0,0,2,0,20,0,0,0,0,0,0.5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,5,0,0,2,0,0,0,0,
RB,SS,SoCal,Dana Point,12 Whelk,M,12,0,NA,5/24/2023,6/26/2023,33,4,RB,SR,10,0,15,25,0,0,0,0,0,0,0,35,203,10,8,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0.3,0,5,0,0,0,2,0,0,0,0,
RB,SS,SoCal,Dana Point,6 Whelk,M,6,0,NA,5/24/2023,6/26/2023,33,4,RB,SR,10,0,9,6,5,10,0,0,0,0,0,75,438,8,14,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,5,1,0,0,3,0,0,0,0,
RB,SS,SoCal,Dana Point,3 Whelk,M,4,-1,NA,5/24/2023,6/26/2023,33,4,RB,SR,20,0,5,15,0,0,0,0,0,0,0,38,343,2,4,2,2,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,0,5,1,0,1,2,0,0,0,0,Whelk #333 released bc one whelk rediscovered. Most dead barnacles are on bare rock across all plots.
RB,SS,SoCal,Dana Point,1 Whelk,M,1,0,NA,5/24/2023,6/26/2023,33,4,RB,SR,30,0,19,11,0,0,0,0,0,0,0,35,199,1,2,0,0.5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.2,0,3,0.5,0,0,2,0,0,0,0,
RB,SS,SoCal,Dana Point,0 Whelk,M,0,0,NA,5/24/2023,6/26/2023,33,4,RB,SR,20,0,30,5,3,4,0,0,0,0,0,34,220,1,1,0,0.5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,1,3,0,0,1,0,0,0,0,
RB,SS,SoCal,Dana Point,No Cage,M,0,0,NA,5/24/2023,6/26/2023,33,4,RB,SR,45,0,12,8,2,2,0,0,0,0,0,15,41,0,0,0,0.5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,3,4,0,0,0,0,0,0,0,
RB,SS,SoCal,Dana Point,Partial,M,4,0,NA,5/24/2023,6/26/2023,33,4,RB,SR,15,0,11,9,3,4,0,0,0,0,0,43,197,2,2,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,
JL,DD,Baja,Punta Morro,6 Whelk,M,4,2,"102, 103",5/13/2023,5/29/2023,16,2,JL,JL,40,0,6,20,10,16,0.1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0.5,0,10,2,3,0,0.5,0,0,0,0,"HOBO got waterlogged, had to change (#Cardi21346199) 11:29am"
JL,DD,Baja,Punta Morro,24 Whelk,M,22,2,"90, 97",5/13/2023,5/29/2023,16,2,JL,JL,12,0,35,25,5,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,22,0,0,0,0,0,0,0,0,0.5,0,8,0.5,0,0,1,0,0,0,0,
JL,DD,Baja,Punta Morro,12 Whelk,M,10,2,"104, 105",5/13/2023,5/29/2023,16,2,JL,JL,35,0,15,40,5,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,0,0,0,0,0,0,0,0,0.5,0,7,0.5,0,0,0.5,0,0,0,0,
JL,DD,Baja,Punta Morro,3 Whelk,M,2,1,106,5/13/2023,5/29/2023,16,2,JL,JL,32,0,32,8,10,30,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0.5,0,8,1,0,0,0,0,0,0,0,
JL,DD,Baja,Punta Morro,0 Whelk,M,18,-18,NA,5/13/2023,5/29/2023,16,2,JL,JL,8,0,20,40,22,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,0,0,0,0,0,0,0,0.5,0,5,2,0,0,2,0,0,0,0,
JL,DD,Baja,Punta Morro,No Cage,M,2,0,NA,5/13/2023,5/29/2023,16,2,JL,JL,59,0,10,8,0,0,0,0,0,0,5,4,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,
JL,DD,Baja,Punta Morro,1 Whelk,M,1,0,NA,5/13/2023,5/29/2023,16,2,JL,JL,61,0,20,1,8,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,4,0.5,5,0,1,0,0,0,0,
JL,DD,Baja,Punta Morro,Partial,M,1,0,NA,5/13/2023,5/29/2023,16,2,JL,JL,46,0,35,5,5,10,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0.5,0,6,2,0,0,0,0,0,0,0,
JL,DD,Baja,Punta Morro,24 Whelk,M,22,2,"117,114",5/13/2023,6/9/2023,27,4,DD,PP,5,0,5,70,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,22,0,0,0,0,0,0,0,0,0.5,0,5,2,0,0,1,0,0,0,0,
JL,DD,Baja,Punta Morro,12 Whelk,M,12,1,122,5/13/2023,6/9/2023,27,4,DD,PP,20,0,5,60,5,7,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,5,0,2,5,0,0,0,0,0,0,0,"Found #62 dead, was replaced with #122"
JL,DD,Baja,Punta Morro,6 Whelk,M,6,0,NA,5/13/2023,6/9/2023,27,4,JL,PP,28,0,4,15,10,21,0,0,0,0,0,1.5,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0.1,0,14,0.5,2,0,0.1,0,0,0,0,
JL,DD,Baja,Punta Morro,3 Whelk,M,4,-1,NA,5/13/2023,6/9/2023,27,4,JL,PP,23,0,25,12,12,49,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0.5,0,10,0.5,0,0,0,0,0,0,0,"#106 was found inside the cage, we removed it"
JL,DD,Baja,Punta Morro,No Cage,M,8,0,NA,5/13/2023,6/9/2023,27,4,JL,PP,22,0,6,15,23,91,0.5,1,0,0,8,2,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,4,0.5,10,0,0,0,0,0,0,
JL,DD,Baja,Punta Morro,1 Whelk,M,1,0,NA,5/13/2023,6/9/2023,27,4,JL,PP,20,0,24,1,7,26,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0.1,0,5,0.1,6,0,0,0,0,0,0,
JL,DD,Baja,Punta Morro,Partial,M,8,0,NA,5/13/2023,6/9/2023,27,4,JL,PP,12,0,10,18,10,22,0,0,0,0,1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0.5,0,2,0.5,0,0,0.1,0,0,0,0,
JL,DD,Baja,Punta Morro,0 Whelk,M,10,-10,NA,5/13/2023,6/9/2023,27,4,JL,PP,8,0,12,45,25,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,0,0,0,0,0,0,0,0,0.1,0,4,0.5,0,0,0,0,0,0,0,
JL,DD,Baja,Campo Kennedy,24 Whelk,M,16,3,"133,132,131",5/12/2023,6/10/2023,29,4,DD,PC,50,0,5,35,0.5,1,0,0,0,0,15,15,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,"#30, #14, #27, #12, #23, #28 where found outside the cage and put back in."
JL,DD,Baja,Campo Kennedy,12 Whelk,M,10,2,NA,5/12/2023,6/10/2023,29,4,DD,PC,3,0,15,30,0,0,0,0,0,0,3,10,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,10,0,2,1,0,0,1,0,0,0,0,"#108 was found outside, #107 was found in the 24whelk cage"
JL,DD,Baja,Campo Kennedy,6 Whelk,M,3,1,112,5/12/2023,6/10/2023,29,4,JL,JL,30,0,8,27,1,4,0,0,0,0,1.5,10,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0.5,0,0.1,0.1,0.1,0,0.1,0,0,0,0,"#112, #11 found outside"
JL,DD,Baja,Campo Kennedy,3 Whelk,M,2,0,NA,5/12/2023,6/10/2023,29,4,JL,JL,25,0,15,35,0.5,4,0,0,0,0,0.1,7,35,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0.5,0,0.1,0.1,0.1,0,0.1,0,0,0,0,#26 found outside
JL,DD,Baja,Campo Kennedy,No Cage,M,1,0,NA,5/12/2023,6/10/2023,29,4,JL,JL,45,0,7,7,5,13,0,0,0,0,7,20,65,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0.5,0,0,0.1,3,0,0,0,0,0,0,Check photos to see the acorn barnacle %
JL,DD,Baja,Campo Kennedy,1 Whelk,M,1,0,NA,5/12/2023,6/10/2023,29,4,JL,JL,34,0,10,20,0.1,1,0,0,0,0,3,35,187,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0.5,0,0,0.1,0.1,0,0.1,0,0,0,0,
JL,DD,Baja,Campo Kennedy,0 Whelk,M,0,0,NA,5/12/2023,6/10/2023,29,4,JL,JL,24,0,38,5,5,0,0,0,0,0,11,18,83,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.1,0.5,0.5,0,0.5,0,0,0,0,
JL,DD,Baja,Campo Kennedy,Partial,M,3,0,NA,5/12/2023,6/10/2023,29,4,JL,JL,11,0,15,55,3,8,0,0,0,0,5,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0,0.5,0,0,0,0,#29 #113 and an unmarked one found inisde
DD,JL,Baja,Punta Morro,24 Whelk,M,24,0,NA,5/13/2023,6/24/2023,42,6,DD,PC,10,0,5,75,5,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,
DD,JL,Baja,Punta Morro,12 Whelk,M,12,0,NA,5/13/2023,6/24/2023,42,6,DD,DD,15,0,5,60,5,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,
DD,JL,Baja,Punta Morro,0 Whelk,M,0,0,NA,5/13/2023,6/24/2023,42,6,JL,JL,8,0,10,50,18,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0.5,1,0,0,0,0,0,0,
DD,JL,Baja,Punta Morro,6 Whelk,M,6,0,NA,5/13/2023,6/24/2023,42,6,JL,JL,30,0,5,25,8,15,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0.5,0,8,0.5,2,0,0.5,0,0,0,0,
DD,JL,Baja,Punta Morro,3 Whelk,M,3,0,NA,5/13/2023,6/24/2023,42,6,JL,JL,18,0.5,5,35,15,47,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0.1,0,5,0.5,0.1,0,0.5,0,0,0,0,
DD,JL,Baja,Punta Morro,No Cage,M,9,0,NA,5/13/2023,6/24/2023,42,6,JL,JL,70,0,0,0,12,81,0,0,0,0,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0.1,0,3,0.5,7,0,0,0,0,0,0,
