Entered_By,QAQC_By,Region,Site,Survey_Date,Vert_Transect_Dist_m,Quad_Dist_m,Species,Total_Length,Timed_Count_Conducted,In_Timed_Count,Remote_ID,Whelk_TH_m,Notes
AA,RB,Baja,La Chorera Norte,5/24/2022,13,0.69,M,14.3,Y,N,NA,1.19,Group B
AA,RB,Baja,La Chorera Norte,5/24/2022,13,0.69,M,13.6,Y,N,NA,1.19,Group B
AA,RB,Baja,La Chorera Norte,5/24/2022,13,0.69,M,14.2,Y,N,NA,1.19,Group B
AA,RB,NorCal,Mendocino South,6/19/2022,7,9.8,As,23.9,Y,Y,NA,-0.78,"""A"""
AA,RB,NorCal,Mendocino South,6/19/2022,7,9.8,As,25.4,Y,Y,NA,-0.78,"""A"""
AA,RB,NorCal,Mendocino South,6/19/2022,7,9.8,As,24.7,Y,Y,NA,-0.78,"""A"""
AA,RB,NorCal,Mendocino South,6/19/2022,7,9.8,As,25.3,Y,Y,NA,-0.78,"""A"""
AA,RB,NorCal,Mendocino South,6/19/2022,7,9.8,As,25.7,Y,Y,NA,-0.78,"""A"""
AA,RB,NorCal,Mendocino South,6/19/2022,7,9.8,As,23.4,Y,Y,NA,-0.78,"""A"""
AA,RB,NorCal,Mendocino South,6/19/2022,7,9.8,As,22.7,Y,Y,NA,-0.78,"""A"""
AA,RB,NorCal,Mendocino South,6/19/2022,7,9.8,As,24.8,Y,Y,NA,-0.78,"""A"""
AA,RB,NorCal,Mendocino South,6/19/2022,7,9.8,As,26.4,Y,Y,NA,-0.78,"""A"""
AA,RB,NorCal,Mendocino South,6/19/2022,7,9.8,As,24.2,Y,Y,NA,-0.78,"""A"""
AA,RB,NorCal,Mendocino South,6/19/2022,7,9.8,As,25.6,Y,Y,NA,-0.78,"""A"""
AA,RB,NorCal,Mendocino South,6/19/2022,7,9.8,As,24.2,Y,Y,NA,-0.78,"""A"""
AA,RB,NorCal,Mendocino South,6/19/2022,7,9.8,As,24.8,Y,Y,NA,-0.78,"""A"""
AA,RB,NorCal,Mendocino South,6/19/2022,7,9.8,As,24.4,Y,Y,NA,-0.78,"""A"""
AA,RB,NorCal,Mendocino South,6/19/2022,7,9.8,As,25.4,Y,Y,NA,-0.78,"""A"""
AA,RB,NorCal,Mendocino South,6/19/2022,NA,NA,As,24.2,Y,Y,R1,0.39,"""B"""
AA,RB,NorCal,Mendocino South,6/19/2022,NA,NA,As,25.4,Y,Y,R2,0.39,"""B"""
AA,RB,NorCal,Mendocino South,6/19/2022,NA,NA,As,26.8,Y,Y,R3,0.39,"""B"""
AA,RB,NorCal,Mendocino South,6/19/2022,NA,NA,As,23.8,Y,Y,R4,0.39,"""B"""
AA,RB,NorCal,Mendocino South,6/19/2022,NA,NA,As,24.7,Y,Y,R5,0.39,"""B"""
AA,RB,NorCal,Mendocino South,6/19/2022,NA,NA,As,25.7,Y,Y,R6,0.39,"""B"""
AA,RB,NorCal,Mendocino South,6/19/2022,NA,NA,As,25.8,Y,Y,R7,0.39,"""B"""
AA,RB,NorCal,Mendocino South,6/19/2022,NA,NA,As,26,Y,Y,R8,0.39,"""B"""
AA,RB,NorCal,Mendocino South,6/19/2022,NA,NA,As,24.9,Y,Y,R9,0.39,"""B"""
AA,RB,NorCal,Mendocino South,6/19/2022,NA,NA,As,25,Y,Y,R10,0.39,"""B"""
AA,RB,NorCal,Mendocino South,6/19/2022,NA,NA,As,24.4,Y,Y,R11,0.39,"""B"""
AA,RB,NorCal,Mendocino South,6/19/2022,NA,NA,As,24.7,Y,Y,R12,0.39,"""B"""
AA,RB,NorCal,Mendocino South,6/19/2022,NA,NA,As,26.5,Y,Y,R13,0.39,"""B"""
AA,RB,NorCal,Mendocino South,6/19/2022,NA,NA,As,24,Y,Y,R14,0.39,"""B"""
AA,RB,NorCal,Mendocino South,6/19/2022,NA,NA,As,25.9,Y,Y,R15,0.39,"""B"""
AA,RB,NorCal,Mendocino South,6/19/2022,NA,NA,As,27.3,Y,Y,R16,0.39,"""B"""
AA,RB,NorCal,Mendocino South,6/19/2022,10,15.2,As,22.8,Y,Y,NA,0.72,"""C""; used lowest TH value for this transect"
AA,RB,NorCal,Mendocino South,6/19/2022,10,15.2,As,25.4,Y,Y,NA,0.72,"""C""; used lowest TH value for this transect"
AA,RB,NorCal,Mendocino South,6/19/2022,10,15.2,As,24.1,Y,Y,NA,0.72,"""C""; used lowest TH value for this transect"
AA,RB,NorCal,Mendocino South,6/19/2022,10,15.2,As,23.9,Y,Y,NA,0.72,"""C""; used lowest TH value for this transect"
AA,RB,NorCal,Mendocino South,6/19/2022,10,15.2,As,22.1,Y,Y,NA,0.72,"""C""; used lowest TH value for this transect"
AA,RB,NorCal,Mendocino South,6/19/2022,10,15.2,As,22.5,Y,Y,NA,0.72,"""C""; used lowest TH value for this transect"
AA,RB,NorCal,Mendocino South,6/19/2022,10,15.2,As,23.9,Y,Y,NA,0.72,"""C""; used lowest TH value for this transect"
AA,RB,NorCal,Mendocino South,6/19/2022,10,15.2,As,24.8,Y,Y,NA,0.72,"""C""; used lowest TH value for this transect"
AA,RB,NorCal,Mendocino South,6/19/2022,10,15.2,As,26.8,Y,Y,NA,0.72,"""C""; used lowest TH value for this transect"
AA,RB,NorCal,Mendocino South,6/19/2022,10,15.2,As,23.8,Y,Y,NA,0.72,"""C""; used lowest TH value for this transect"
AA,RB,NorCal,Mendocino South,6/19/2022,10,15.2,As,24.6,Y,Y,NA,0.72,"""C""; used lowest TH value for this transect"
AA,RB,NorCal,Mendocino South,6/19/2022,10,15.2,As,24,Y,Y,NA,0.72,"""C""; used lowest TH value for this transect"
AA,RB,NorCal,Mendocino South,6/19/2022,10,15.2,As,24.2,Y,Y,NA,0.72,"""C""; used lowest TH value for this transect"
AA,RB,NorCal,Mendocino South,6/19/2022,10,15.2,As,25,Y,Y,NA,0.72,"""C""; used lowest TH value for this transect"
AA,RB,NorCal,Mendocino South,6/19/2022,10,5.4,As,20.3,Y,Y,NA,0.85,"""D"""
AA,RB,NorCal,Mendocino South,6/19/2022,10,5.4,As,25.6,Y,Y,NA,0.85,"""D"""
AA,RB,NorCal,Mendocino South,6/19/2022,10,5.4,As,23.2,Y,Y,NA,0.85,"""D"""
AA,RB,NorCal,Mendocino South,6/19/2022,10,5.4,As,26.8,Y,Y,NA,0.85,"""D"""
AA,RB,NorCal,Mendocino South,6/19/2022,10,5.4,As,25.2,Y,Y,NA,0.85,"""D"""
AA,RB,NorCal,Mendocino South,6/19/2022,10,5.4,As,23.3,Y,Y,NA,0.85,"""D"""
AA,RB,NorCal,Mendocino South,6/19/2022,10,5.4,As,23.9,Y,Y,NA,0.85,"""D"""
AA,RB,NorCal,Mendocino South,6/19/2022,10,5.4,As,24.1,Y,Y,NA,0.85,"""D"""
AA,RB,NorCal,Mendocino South,6/19/2022,10,5.4,As,23.2,Y,Y,NA,0.85,"""D"""
AA,RB,NorCal,Mendocino South,6/19/2022,10,5.4,As,23.7,Y,Y,NA,0.85,"""D"""
AA,RB,NorCal,Mendocino South,6/19/2022,10,5.4,As,20.1,Y,Y,NA,0.85,"""D"""
AA,RB,NorCal,Mendocino South,6/19/2022,10,5.4,As,25.6,Y,Y,NA,0.85,"""D"""
AA,RB,NorCal,Mendocino South,6/19/2022,8,5.15,As,24.5,Y,Y,NA,0.73,"""E"""
AA,RB,NorCal,Mendocino South,6/19/2022,8,5.15,As,25.6,Y,Y,NA,0.73,"""E"""
AA,RB,Baja,La Chorera Norte,5/24/2022,13,0.69,M,13.3,Y,N,NA,1.19,Group B
AA,RB,Baja,La Chorera Norte,5/24/2022,13,0.4,M,11.5,Y,N,NA,1.44,Group B
AA,RB,Baja,La Chorera Norte,5/24/2022,13,0.4,M,16.5,Y,N,NA,1.44,Group A  
AA,RB,NorCal,Moat Creek,6/17/2022,NA,NA,Ap,25.3,Y,Y,R1,1.06,A
AA,RB,NorCal,Moat Creek,6/17/2022,NA,NA,Ap,26.5,Y,Y,R2,1.06,A
AA,RB,NorCal,Moat Creek,6/17/2022,NA,NA,Ap,24.2,Y,Y,R3,1.06,A
AA,RB,NorCal,Moat Creek,6/17/2022,NA,NA,Ap,24.4,Y,Y,R4,1.06,A
AA,RB,NorCal,Moat Creek,6/17/2022,NA,NA,Ap,26.1,Y,Y,R5,1.09,B
AA,RB,NorCal,Moat Creek,6/17/2022,NA,NA,Ap,26.3,Y,Y,R6,1.09,B
AA,RB,NorCal,Moat Creek,6/17/2022,NA,NA,Ap,26.6,Y,Y,R7,1.09,B
AA,RB,NorCal,Moat Creek,6/17/2022,NA,NA,Ap,25.6,Y,Y,R8,1.09,B
AA,RB,NorCal,Moat Creek,6/17/2022,NA,NA,Ap,25.6,Y,Y,R9,1.56,C
AA,RB,NorCal,Moat Creek,6/17/2022,NA,NA,Ap,24,Y,Y,R10,1.56,C
AA,RB,NorCal,Moat Creek,6/17/2022,NA,NA,Ap,27.4,Y,Y,R11,1.55,D
AA,RB,NorCal,Moat Creek,6/17/2022,NA,NA,Ap,25.4,Y,Y,R12,1.55,D
AA,RB,NorCal,Moat Creek,6/17/2022,NA,NA,Ap,24.3,Y,Y,R13,1.55,D
AA,RB,NorCal,Moat Creek,6/17/2022,NA,NA,Ap,24.9,Y,Y,R14,1.62,E
AA,RB,NorCal,Moat Creek,6/17/2022,NA,NA,Ap,23.1,Y,Y,R15,1.4,F
AA,RB,NorCal,Moat Creek,6/17/2022,NA,NA,Ap,24,Y,Y,R16,1.4,F
AA,RB,NorCal,Moat Creek,6/17/2022,NA,NA,Ap,26.1,Y,Y,R17,1.4,F
AA,RB,NorCal,Moat Creek,6/17/2022,NA,NA,Ap,25.2,Y,Y,R18,1.14,G
AA,RB,NorCal,Moat Creek,6/17/2022,NA,NA,Ap,26,Y,Y,R19,1.14,G
AA,RB,NorCal,Moat Creek,6/17/2022,NA,NA,Ap,27.9,Y,Y,R20,1.14,G
AA,RB,NorCal,Moat Creek,6/17/2022,NA,NA,Ap,27.3,Y,Y,R21,1.14,G
AA,RB,NorCal,Moat Creek,6/17/2022,NA,NA,Ap,24.2,Y,Y,R22,0.9,H
AA,RB,NorCal,Moat Creek,6/17/2022,NA,NA,Ap,25.6,Y,Y,R23,0.9,H
AA,RB,NorCal,Moat Creek,6/17/2022,NA,NA,Ap,25.3,Y,Y,R24,0.9,H Did second timed count at secondary location where we saw Aspirata (later ID'd as A. punctulata)
AA,RB,Baja,La Chorera Norte,5/24/2022,13,0.4,M,16.7,Y,N,NA,1.44,Group A  
AA,RB,Baja,La Chorera Norte,5/24/2022,13,0.4,M,17.4,Y,N,NA,1.44,Group A  
AA,RB,Baja,La Chorera Norte,5/24/2022,13,0.4,M,15.2,Y,N,NA,1.44,Group A  
AA,RB,Baja,La Chorera Norte,5/24/2022,13,0.4,M,15,Y,N,NA,1.44,Group A  
AA,RB,Baja,La Chorera Norte,5/24/2022,13,0.4,M,16.6,Y,N,NA,1.44,Group A  
AA,RB,Baja,La Chorera Norte,5/24/2022,13,0.4,M,16.6,Y,N,NA,1.44,Group A
AA,RB,Baja,La Chorera Norte,5/24/2022,13,0.4,M,16.8,Y,N,NA,1.44,Group B
AA,RB,Baja,La Chorera Norte,5/24/2022,13,0.4,M,16.4,Y,N,NA,1.44,Group B
AA,RB,Baja,La Chorera Norte,5/24/2022,13,0.4,M,15.1,Y,N,NA,1.44,Group B
AA,RB,Baja,La Chorera Norte,5/24/2022,13,0.4,M,14.4,Y,N,NA,1.44,Group B
AA,RB,Baja,La Chorera Norte,5/24/2022,13,0.4,M,13.3,Y,N,NA,1.44,Group B
AA,RB,Baja,La Chorera Norte,5/24/2022,13,0.4,M,14,Y,N,NA,1.44,Group B
AA,RB,Baja,La Chorera Norte,5/24/2022,13,0.4,M,13.1,Y,N,NA,1.44,Group B
AA,RB,NorCal,Dillon Beach,6/15/2022,21,4.85,As,22.5,Y,N,NA,0.94,
AA,RB,NorCal,Dillon Beach,6/15/2022,21,4.85,As,21.2,Y,N,NA,0.94,
AA,RB,NorCal,Dillon Beach,6/15/2022,21,4.85,As,25,Y,N,NA,0.94,
AA,RB,NorCal,Dillon Beach,6/15/2022,21,4.85,As,28.1,Y,N,NA,0.94,
AA,RB,NorCal,Dillon Beach,6/15/2022,21,5.51,As,21.3,Y,N,NA,0.69,
AA,RB,NorCal,Dillon Beach,6/15/2022,21,5.51,As,23,Y,N,NA,0.69,
AA,RB,NorCal,Dillon Beach,6/15/2022,21,5.51,As,19.9,Y,N,NA,0.69,
AA,RB,NorCal,Dillon Beach,6/15/2022,14,15.16,As,17.4,Y,N,NA,0.43,
AA,RB,NorCal,Dillon Beach,6/15/2022,14,15.16,As,22.3,Y,N,NA,0.43,
AA,RB,NorCal,Dillon Beach,6/15/2022,14,15.16,As,20,Y,N,NA,0.43,
AA,RB,NorCal,Dillon Beach,6/15/2022,14,5.29,As,17.5,Y,N,NA,0.93,
AA,RB,NorCal,Dillon Beach,6/15/2022,14,5.29,As,22.7,Y,N,NA,0.93,
AA,RB,NorCal,Dillon Beach,6/15/2022,14,5.29,As,24,Y,N,NA,0.93,
AA,RB,NorCal,Dillon Beach,6/15/2022,14,5.29,As,25.5,Y,N,NA,0.93,
AA,RB,NorCal,Dillon Beach,6/15/2022,14,5.29,As,22.7,Y,N,NA,0.93,
AA,RB,NorCal,Dillon Beach,6/15/2022,14,5.29,As,27.9,Y,N,NA,0.93,
AA,RB,NorCal,Dillon Beach,6/15/2022,14,5.29,As,25,Y,N,NA,0.93,
AA,RB,NorCal,Dillon Beach,6/15/2022,14,5.29,As,23,Y,N,NA,0.93,
AA,RB,NorCal,Dillon Beach,6/15/2022,14,5.29,As,23.1,Y,N,NA,0.93,
AA,RB,NorCal,Dillon Beach,6/15/2022,14,5.29,As,28.6,Y,N,NA,0.93,
AA,RB,NorCal,Dillon Beach,6/15/2022,14,5.29,As,23,Y,N,NA,0.93,
AA,RB,NorCal,Dillon Beach,6/15/2022,13,5.45,As,21.8,Y,N,NA,0.81,
AA,RB,NorCal,Dillon Beach,6/15/2022,13,5.45,As,20.9,Y,N,NA,0.81,
AA,RB,NorCal,Dillon Beach,6/15/2022,13,4.38,As,22.4,Y,N,NA,1.06,
AA,RB,NorCal,Dillon Beach,6/15/2022,3,5.12,As,25.3,Y,N,NA,1.08,
AA,RB,NorCal,Dillon Beach,6/15/2022,3,5.12,As,21.2,Y,N,NA,1.08,
AA,RB,NorCal,Dillon Beach,6/15/2022,3,5.12,As,23.9,Y,N,NA,1.08,
AA,RB,NorCal,Dillon Beach,6/15/2022,3,5.12,As,25.2,Y,N,NA,1.08,
AA,RB,NorCal,Dillon Beach,6/15/2022,0,7.45,As,26.7,Y,N,NA,0.95,
AA,RB,NorCal,Dillon Beach,6/15/2022,0,7.45,As,26.5,Y,N,NA,0.95,
AA,RB,NorCal,Dillon Beach,6/15/2022,0,7.45,As,23.5,Y,N,NA,0.95,
AA,RB,NorCal,Dillon Beach,6/15/2022,0,7.45,As,25.8,Y,N,NA,0.95,
AA,RB,NorCal,Dillon Beach,6/15/2022,0,7.45,As,24.3,Y,N,NA,0.95,
AA,RB,NorCal,Dillon Beach,6/15/2022,0,7.45,As,20.3,Y,N,NA,0.95,
AA,RB,NorCal,Dillon Beach,6/15/2022,0,7.45,As,16.4,Y,N,NA,0.95,
AA,RB,NorCal,Dillon Beach,6/15/2022,21,5.7,As,19,Y,Y,NA,0.82,A
AA,RB,NorCal,Dillon Beach,6/15/2022,21,5.7,As,19.2,Y,Y,NA,0.82,A
AA,RB,NorCal,Dillon Beach,6/15/2022,21,5.7,As,20.8,Y,Y,NA,0.82,A
AA,RB,NorCal,Dillon Beach,6/15/2022,21,5.7,As,19.7,Y,Y,NA,0.82,A
AA,RB,NorCal,Dillon Beach,6/15/2022,21,5.7,As,20.6,Y,Y,NA,0.82,A
AA,RB,NorCal,Dillon Beach,6/15/2022,21,5.7,As,20.1,Y,Y,NA,0.82,A
AA,RB,NorCal,Dillon Beach,6/15/2022,21,5.7,As,17.6,Y,Y,NA,0.82,A
AA,RB,NorCal,Dillon Beach,6/15/2022,21,5.7,As,17.8,Y,Y,NA,0.82,A
AA,RB,NorCal,Dillon Beach,6/15/2022,21,5.7,As,21.4,Y,Y,NA,0.82,A
AA,RB,NorCal,Dillon Beach,6/15/2022,21,5.7,As,14.4,Y,Y,NA,0.82,A
AA,RB,NorCal,Dillon Beach,6/15/2022,21,4.6,As,23.3,Y,Y,NA,0.94,B; assigned highest TH possible for this group
AA,RB,NorCal,Dillon Beach,6/15/2022,21,4.6,As,22.5,Y,Y,NA,0.94,B; assigned highest TH possible for this group
AA,RB,NorCal,Dillon Beach,6/15/2022,21,4.6,As,22.1,Y,Y,NA,0.94,B; assigned highest TH possible for this group
AA,RB,NorCal,Dillon Beach,6/15/2022,21,4.6,As,22.4,Y,Y,NA,0.94,B; assigned highest TH possible for this group
AA,RB,NorCal,Dillon Beach,6/15/2022,21,4.6,As,23,Y,Y,NA,0.94,B; assigned highest TH possible for this group
AA,RB,NorCal,Dillon Beach,6/15/2022,21,4.6,As,20.2,Y,Y,NA,0.94,B; assigned highest TH possible for this group
AA,RB,NorCal,Dillon Beach,6/15/2022,21,4.6,As,23.1,Y,Y,NA,0.94,B; assigned highest TH possible for this group
AA,RB,NorCal,Dillon Beach,6/15/2022,21,4.6,As,19.3,Y,Y,NA,0.94,B; assigned highest TH possible for this group
AA,RB,NorCal,Dillon Beach,6/15/2022,21,4.6,As,24.2,Y,Y,NA,0.94,B; assigned highest TH possible for this group
AA,RB,NorCal,Dillon Beach,6/15/2022,21,4.6,As,21.8,Y,Y,NA,0.94,B; assigned highest TH possible for this group
AA,RB,NorCal,Dillon Beach,6/15/2022,21,4.6,As,28.7,Y,Y,NA,0.94,B; assigned highest TH possible for this group
AA,RB,NorCal,Dillon Beach,6/15/2022,21,4.6,As,24.4,Y,Y,NA,0.94,B; assigned highest TH possible for this group
AA,RB,NorCal,Dillon Beach,6/15/2022,21,4.6,As,20.3,Y,Y,NA,0.94,B; assigned highest TH possible for this group
AA,RB,NorCal,Dillon Beach,6/15/2022,21,4.6,As,20.1,Y,Y,NA,0.94,B; assigned highest TH possible for this group
AA,RB,NorCal,Dillon Beach,6/15/2022,21,4.6,As,23.7,Y,Y,NA,0.94,B; assigned highest TH possible for this group
AA,RB,NorCal,Dillon Beach,6/15/2022,21,4.6,As,21.1,Y,Y,NA,0.94,B; assigned highest TH possible for this group
AA,RB,NorCal,Dillon Beach,6/15/2022,21,4.6,As,21.7,Y,Y,NA,0.94,B; assigned highest TH possible for this group
AA,RB,NorCal,Dillon Beach,6/15/2022,21,4.6,As,23.5,Y,Y,NA,0.94,B; assigned highest TH possible for this group
AA,RB,NorCal,Dillon Beach,6/15/2022,21,4.6,As,21.8,Y,Y,NA,0.94,B; assigned highest TH possible for this group
AA,RB,NorCal,Dillon Beach,6/15/2022,21,4.6,As,24.5,Y,Y,NA,0.94,B; assigned highest TH possible for this group
AA,RB,NorCal,Dillon Beach,6/15/2022,21,4.6,As,24,Y,Y,NA,0.94,B; assigned highest TH possible for this group
AA,RB,NorCal,Dillon Beach,6/15/2022,21,4.6,As,20.8,Y,Y,NA,0.94,B; assigned highest TH possible for this group
AA,RB,NorCal,Dillon Beach,6/15/2022,21,4.6,As,22.3,Y,Y,NA,0.94,B; assigned highest TH possible for this group
AA,RB,NorCal,Dillon Beach,6/15/2022,21,4.6,As,21.5,Y,Y,NA,0.94,B; assigned highest TH possible for this group
AA,RB,NorCal,Dillon Beach,6/15/2022,21,4.6,As,21.7,Y,Y,NA,0.94,B; assigned highest TH possible for this group
AA,RB,NorCal,Dillon Beach,6/15/2022,21,4.6,As,20.6,Y,Y,NA,0.94,B; assigned highest TH possible for this group
AA,RB,NorCal,Dillon Beach,6/15/2022,21,4.6,As,23.2,Y,Y,NA,0.94,B; assigned highest TH possible for this group
AA,RB,NorCal,Dillon Beach,6/15/2022,21,4.6,As,21.8,Y,Y,NA,0.94,B; assigned highest TH possible for this group
AA,RB,NorCal,Dillon Beach,6/15/2022,21,4.6,As,22,Y,Y,NA,0.94,B; assigned highest TH possible for this group
AA,RB,NorCal,Dillon Beach,6/15/2022,21,4.6,As,22,Y,Y,NA,0.94,B; assigned highest TH possible for this group
AA,RB,NorCal,Dillon Beach,6/15/2022,21,4.6,As,20.1,Y,Y,NA,0.94,B; assigned highest TH possible for this group
AA,RB,NorCal,Dillon Beach,6/15/2022,21,4.6,As,20,Y,Y,NA,0.94,B; assigned highest TH possible for this group
AA,RB,NorCal,Dillon Beach,6/15/2022,21,4.6,As,28.3,Y,Y,NA,0.94,B; assigned highest TH possible for this group
AA,RB,NorCal,Dillon Beach,6/15/2022,21,2.15,As,18.8,Y,Y,NA,0.94,B; assigned highest TH possible for this group
AA,RB,NorCal,Dillon Beach,6/15/2022,21,4.7,As,27.9,Y,Y,NA,0.94,B; assigned highest TH possible for this group
AA,RB,NorCal,Dillon Beach,6/15/2022,21,4.7,As,26.7,Y,Y,NA,0.94,B; assigned highest TH possible for this group
AA,RB,NorCal,Dillon Beach,6/15/2022,21,4.7,As,23,Y,Y,NA,0.94,B; assigned highest TH possible for this group
AA,RB,NorCal,Dillon Beach,6/15/2022,21,4.7,As,24.2,Y,Y,NA,0.94,B; assigned highest TH possible for this group
AA,RB,NorCal,Dillon Beach,6/15/2022,21,4.7,As,23.9,Y,Y,NA,0.94,B; assigned highest TH possible for this group
AA,RB,NorCal,Dillon Beach,6/15/2022,21,4.7,As,29,Y,Y,NA,0.94,B; assigned highest TH possible for this group
AA,RB,NorCal,Dillon Beach,6/15/2022,21,4.7,As,25.8,Y,Y,NA,0.94,B; assigned highest TH possible for this group
AA,RB,NorCal,Dillon Beach,6/15/2022,21,4.7,As,24.1,Y,Y,NA,0.94,B; assigned highest TH possible for this group
AA,RB,NorCal,Dillon Beach,6/15/2022,21,4.7,As,21.7,Y,Y,NA,0.94,B; assigned highest TH possible for this group
AA,RB,NorCal,Dillon Beach,6/15/2022,21,4.7,As,22.2,Y,Y,NA,0.94,B; assigned highest TH possible for this group
AA,RB,NorCal,Dillon Beach,6/15/2022,21,4.7,As,21,Y,Y,NA,0.94,B; assigned highest TH possible for this group
AA,RB,NorCal,Dillon Beach,6/15/2022,21,4.7,As,21.1,Y,Y,NA,0.94,B; assigned highest TH possible for this group
AA,RB,NorCal,Dillon Beach,6/15/2022,21,4.7,As,19.5,Y,Y,NA,0.94,B; assigned highest TH possible for this group; no Nucella measured in timed count
AA,RB,NorCal,Dillon Beach,6/15/2022,0,13.7,As,24.3,Y,N,NA,0.7,
AA,RB,NorCal,Dillon Beach,6/15/2022,0,13.7,As,25.9,Y,N,NA,0.7,
AA,RB,NorCal,Dillon Beach,6/15/2022,0,13.7,As,25.9,Y,N,NA,0.7,
AA,RB,NorCal,Dillon Beach,6/15/2022,0,13.7,As,27.6,Y,N,NA,0.7,
AA,RB,NorCal,Dillon Beach,6/15/2022,0,13.7,As,21.9,Y,N,NA,0.7,
AA,RB,NorCal,Dillon Beach,6/15/2022,0,13.7,As,24.5,Y,N,NA,0.7,
AA,RB,NorCal,Dillon Beach,6/15/2022,0,13.7,As,27.9,Y,N,NA,0.7,
AA,RB,NorCal,Dillon Beach,6/15/2022,0,13.7,As,23.9,Y,N,NA,0.7,
AA,RB,NorCal,Dillon Beach,6/15/2022,0,13.7,As,23.8,Y,N,NA,0.7,
AA,RB,NorCal,Dillon Beach,6/15/2022,0,20.1,As,NA,Y,N,NA,0.2,Not measured - survey done from photo
AA,RB,NorCal,Sea Ranch,6/16/2022,25,1.84,Ne,13.1,Y,N,NA,1.81,
AA,RB,NorCal,Sea Ranch,6/16/2022,25,1.84,Ne,20,Y,N,NA,1.81,
AA,RB,NorCal,Sea Ranch,6/16/2022,23,2.75,Ne,14.2,Y,N,NA,1.45,
AA,RB,NorCal,Sea Ranch,6/16/2022,23,2.25,Ne,15.5,Y,N,NA,1.7,
AA,RB,NorCal,Sea Ranch,6/16/2022,23,2.25,Ne,13,Y,N,NA,1.7,
AA,RB,NorCal,Sea Ranch,6/16/2022,23,2.25,Ne,16,Y,N,NA,1.7,
AA,RB,NorCal,Sea Ranch,6/16/2022,23,0,Ne,11.9,Y,N,NA,2.45,
AA,RB,NorCal,Sea Ranch,6/16/2022,23,0,Ne,10,Y,N,NA,2.45,
AA,RB,NorCal,Sea Ranch,6/16/2022,20,0.42,Ne,12.1,Y,N,NA,1.99,
AA,RB,NorCal,Sea Ranch,6/16/2022,6,5.11,Ne,18.2,Y,N,NA,1.56,
AA,RB,NorCal,Sea Ranch,6/16/2022,6,2.15,Ne,11.6,Y,N,NA,2.31,Assumed that 12.15 indicated 2.15 b/c 12.15 does not exist
AA,RB,NorCal,Sea Ranch,6/16/2022,6,2.15,Ne,14.1,Y,N,NA,2.31,Assumed that 12.15 indicated 2.15 b/c 12.15 does not exist
AA,RB,NorCal,Sea Ranch,6/16/2022,12,3.5,Nc,6.8,Y,N,NA,1.21,
AA,RB,NorCal,Sea Ranch,6/16/2022,12,2.31,Ne,16.7,Y,N,NA,1.46,
AA,RB,NorCal,Rancho Marino,6/14/2022,7,5.2,Nc,17.9,Y,Y,NA,1.15,
AA,RB,NorCal,Rancho Marino,6/14/2022,7,5.2,Nc,15.1,Y,Y,NA,1.15,
AA,RB,NorCal,Rancho Marino,6/14/2022,NA,NA,Ap,17.2,Y,Y,R1,0.82,
AA,RB,NorCal,Rancho Marino,6/14/2022,1,2,Nc,16.2,Y,Y,NA,1.08,
AA,RB,NorCal,Rancho Marino,6/14/2022,1,2,Nc,15.8,Y,Y,NA,1.08,
AA,RB,NorCal,Rancho Marino,6/14/2022,1,2,Nc,17,Y,Y,NA,1.08,
AA,RB,NorCal,Rancho Marino,6/14/2022,1,2,Nc,16.9,Y,Y,NA,1.08,
AA,RB,NorCal,Rancho Marino,6/14/2022,1,2,Nc,12.7,Y,Y,NA,1.08,
AA,RB,NorCal,Rancho Marino,6/14/2022,1,2,Nc,14.1,Y,Y,NA,1.08,
AA,RB,NorCal,Rancho Marino,6/14/2022,1,2,Nc,14.5,Y,Y,NA,1.08,
AA,RB,NorCal,Rancho Marino,6/14/2022,1,2,Nc,14.2,Y,Y,NA,1.08,
AA,RB,NorCal,Rancho Marino,6/14/2022,1,2,Nc,15,Y,Y,NA,1.08,
AA,RB,NorCal,Rancho Marino,6/14/2022,1,2,Nc,16.6,Y,Y,NA,1.08,
AA,RB,NorCal,Rancho Marino,6/14/2022,1,2,Nc,13.9,Y,Y,NA,1.08,
AA,RB,NorCal,Rancho Marino,6/14/2022,1,2,Nc,12.5,Y,Y,NA,1.08,
AA,RB,NorCal,Rancho Marino,6/14/2022,1,2,Nc,14.9,Y,Y,NA,1.08,
AA,RB,NorCal,Rancho Marino,6/14/2022,1,2,Nc,13.9,Y,Y,NA,1.08,
AA,RB,NorCal,Rancho Marino,6/14/2022,1,2,Ne,20.9,Y,Y,NA,1.08,
AA,RB,NorCal,Rancho Marino,6/14/2022,1,7.5,Nc,12.1,Y,Y,NA,0.58,
AA,RB,NorCal,Rancho Marino,6/14/2022,1,7.5,Nc,15.3,Y,Y,NA,0.58,
AA,RB,NorCal,Rancho Marino,6/14/2022,1,7.5,Nc,19.2,Y,Y,NA,0.58,
AA,RB,NorCal,Rancho Marino,6/14/2022,1,3,Nc,14.5,Y,Y,NA,0.83,No photos of either sp
AA,RB,NorCal,Sea Ranch,6/16/2022,12,2.31,Ne,12.9,Y,N,NA,1.46,
AA,RB,NorCal,Sea Ranch,6/16/2022,12,0.98,Ne,14.1,Y,N,NA,2.21,
AA,RB,NorCal,Sea Ranch,6/16/2022,12,0.47,Ne,13,Y,N,NA,2.46,
