"","Region","Site","Survey_Date","Season","Vert_Transect_Dist_m","Quad_Dist_m","Quad_TH_m","Dead_Barnacles","Acorn_Barnacle_Balanus_Chthamalus","California_Mussel_M._californianus","Angled_Unicorn_Whelk_A._spirata","Dark_Unicorn_Whelk_M._lugubris","As_Count","Mex_Count","Mex_Status","As_Status","Mex_Present","As_Present","As_Log_Trans","Mex_Log_Trans","Avg_Lat","Prop_LiveBarn","Mussel_Prop"
"446","NorCal","Mussel Rock",2022-06-20,"Spring",10,0,1.85,10,16,45,0,0,0,0,"NA","NA",0,0,0,0,40.34744,0.615384615384615,0.45
"447","NorCal","Mussel Rock",2022-06-20,"Spring",10,1.6,1.6,10,35,0.5,0,0,0,0,"NA","NA",0,0,0,0,40.34744,0.777777777777778,0.005
"448","NorCal","Mussel Rock",2022-06-20,"Spring",10,1.81,1.35,10,17,2,0,0,0,0,"NA","NA",0,0,0,0,40.34744,0.62962962962963,0.02
"449","NorCal","Mussel Rock",2022-06-20,"Spring",10,2.04,1.1,0.2,3,2,0,0,0,0,"NA","NA",0,0,0,0,40.34744,0.9375,0.02
"450","NorCal","Mussel Rock",2022-06-20,"Spring",10,2.35,0.85,0.1,8,2,0,0,0,0,"NA","NA",0,0,0,0,40.34744,0.987654320987654,0.02
"451","NorCal","Mussel Rock",2022-06-20,"Spring",18,0,1.49,1,4,98,0,0,0,0,"NA","NA",0,0,0,0,40.34744,0.8,0.98
"452","NorCal","Mussel Rock",2022-06-20,"Spring",18,0.32,1.24,3,12,79,0,0,0,0,"NA","NA",0,0,0,0,40.34744,0.8,0.79
"453","NorCal","Mussel Rock",2022-06-20,"Spring",18,1.37,0.99,0.1,21,0.8,0,0,0,0,"NA","NA",0,0,0,0,40.34744,0.995260663507109,0.008
"454","NorCal","Mussel Rock",2022-06-20,"Spring",18,1.75,0.74,0,2,0,0,0,0,0,"NA","NA",0,0,0,0,40.34744,1,0
"455","NorCal","Mussel Rock",2022-06-20,"Spring",13,0,1.96,0.7,10,71,0,0,0,0,"NA","NA",0,0,0,0,40.34744,0.934579439252337,0.71
"456","NorCal","Mussel Rock",2022-06-20,"Spring",13,2,1.71,1,19,100,0,0,0,0,"NA","NA",0,0,0,0,40.34744,0.95,1
"457","NorCal","Mussel Rock",2022-06-20,"Spring",13,2.58,1.46,0.8,24,3,0,0,0,0,"NA","NA",0,0,0,0,40.34744,0.967741935483871,0.03
"458","NorCal","Mussel Rock",2022-06-20,"Spring",13,3.1,1.21,0.1,21,1,0,0,0,0,"NA","NA",0,0,0,0,40.34744,0.995260663507109,0.01
"459","NorCal","Mussel Rock",2022-06-20,"Spring",13,3.41,0.96,0,6,2,0,0,0,0,"NA","NA",0,0,0,0,40.34744,1,0.02
"460","NorCal","Mussel Rock",2022-06-20,"Spring",13,3.72,0.71,0,0,2,0,0,0,0,"NA","NA",0,0,0,0,40.34744,NA,0.02
"461","SoCal","Cabrillo",2022-04-24,"Spring",1,0,0.93,0.5,7,0,0,0,0,0,"Expanded","Historic",0,0,0,0,32.667772,0.933333333333333,0
"462","SoCal","Cabrillo",2022-04-24,"Spring",1,1.11,0.68,3,5,0,0,3,0,2,"Expanded","Historic",1,0,0,1.09861228866811,32.667772,0.625,0
"463","SoCal","Cabrillo",2022-04-24,"Spring",1,1.35,0.43,0,0,0,0,0,0,0,"Expanded","Historic",0,0,0,0,32.667772,NA,0
"464","SoCal","Cabrillo",2022-04-24,"Spring",1,5.38,0.18,0,0,0,0,0,0,0,"Expanded","Historic",0,0,0,0,32.667772,NA,0
"465","SoCal","Cabrillo",2022-04-24,"Spring",1,7.03,-0.07,0,0,0,0,4,0,2,"Expanded","Historic",1,0,0,1.09861228866811,32.667772,NA,0
"466","SoCal","Cabrillo",2022-04-24,"Spring",2,0,1,0.1,1,0,0,0,0,0,"Expanded","Historic",0,0,0,0,32.667772,0.909090909090909,0
"467","SoCal","Cabrillo",2022-04-24,"Spring",2,0.58,0.75,0,0,0,0,0,0,0,"Expanded","Historic",0,0,0,0,32.667772,NA,0
"468","SoCal","Cabrillo",2022-04-24,"Spring",2,1.37,0.5,0,0,0,0,0,0,0,"Expanded","Historic",0,0,0,0,32.667772,NA,0
"469","SoCal","Cabrillo",2022-04-24,"Spring",2,4.95,0.25,0,0,0,0,2,0,2,"Expanded","Historic",1,0,0,1.09861228866811,32.667772,NA,0
"470","SoCal","Cabrillo",2022-04-24,"Spring",5,0,1.32,0,2,0,0,0,0,0,"Expanded","Historic",0,0,0,0,32.667772,1,0
"471","SoCal","Cabrillo",2022-04-24,"Spring",5,0.59,1.07,0,1,0,0,0,0,0,"Expanded","Historic",0,0,0,0,32.667772,1,0
"472","SoCal","Cabrillo",2022-04-24,"Spring",5,0.99,0.82,0.1,1,0,0,3,0,1,"Expanded","Historic",1,0,0,0.693147180559945,32.667772,0.909090909090909,0
"473","SoCal","Cabrillo",2022-04-24,"Spring",5,1.3,0.57,0,0,0,0,0,0,0,"Expanded","Historic",0,0,0,0,32.667772,NA,0
"474","SoCal","Cabrillo",2022-04-24,"Spring",5,1.72,0.32,0,0,0,0,0,0,0,"Expanded","Historic",0,0,0,0,32.667772,NA,0
"475","SoCal","Cabrillo",2022-04-24,"Spring",5,3.69,0.07,0,0,0,0,0,0,0,"Expanded","Historic",0,0,0,0,32.667772,NA,0
"476","SoCal","Cabrillo",2022-04-24,"Spring",23,0,0.78,1,25,0,0,0,0,0,"Expanded","Historic",0,0,0,0,32.667772,0.961538461538462,0
"477","SoCal","Cabrillo",2022-04-24,"Spring",23,0.53,0.53,0.1,10,0,0,1,0,1,"Expanded","Historic",1,0,0,0.693147180559945,32.667772,0.99009900990099,0
"478","SoCal","Cabrillo",2022-04-24,"Spring",23,1.19,0.28,0,0,0,0,2,0,2,"Expanded","Historic",1,0,0,1.09861228866811,32.667772,NA,0
"479","SoCal","Cabrillo",2022-04-24,"Spring",24,0,0.6,0.3,0.5,0,0,0,0,0,"Expanded","Historic",0,0,0,0,32.667772,0.625,0
"480","SoCal","Cabrillo",2022-04-24,"Spring",24,0.44,0.35,0.5,3,0,0,0,0,0,"Expanded","Historic",0,0,0,0,32.667772,0.857142857142857,0
"481","SoCal","Cabrillo",2022-04-24,"Spring",24,2.34,0.1,0,0,0,0,0,0,0,"Expanded","Historic",0,0,0,0,32.667772,NA,0
"482","SoCal","Scripps",2022-04-27,"Spring",2,0,2.25,4,14,6,0,0,0,0,"Expanded","Historic",0,0,0,0,32.871304,0.777777777777778,0.06
"483","SoCal","Scripps",2022-04-27,"Spring",2,0.46,2,2,16,2,0,0,0,0,"Expanded","Historic",0,0,0,0,32.871304,0.888888888888889,0.02
"484","SoCal","Scripps",2022-04-27,"Spring",2,0.79,1.75,2,9,6,0,3,0,3,"Expanded","Historic",1,0,0,1.38629436111989,32.871304,0.818181818181818,0.06
"485","SoCal","Scripps",2022-04-27,"Spring",2,1.24,1.5,0,0,26,0,0,0,0,"Expanded","Historic",0,0,0,0,32.871304,NA,0.26
"486","SoCal","Scripps",2022-04-27,"Spring",2,1.65,1.25,0,0,14,0,0,0,0,"Expanded","Historic",0,0,0,0,32.871304,NA,0.14
"487","SoCal","Scripps",2022-04-27,"Spring",2,1.96,1,0,0,9,0,0,0,0,"Expanded","Historic",0,0,0,0,32.871304,NA,0.09
"488","SoCal","Scripps",2022-04-27,"Spring",2,2.47,0.75,0,1,1,0,0,0,0,"Expanded","Historic",0,0,0,0,32.871304,1,0.01
"489","SoCal","Scripps",2022-04-27,"Spring",2,3.86,0.5,0,24,0,0,0,0,0,"Expanded","Historic",0,0,0,0,32.871304,1,0
"490","SoCal","Scripps",2022-04-27,"Spring",2,6.05,0.25,0,0,0,2,0,2,0,"Expanded","Historic",0,1,1.09861228866811,0,32.871304,NA,0
"491","SoCal","Scripps",2022-04-27,"Spring",10,0,1.3,1,69,2,0,0,0,0,"Expanded","Historic",0,0,0,0,32.871304,0.985714285714286,0.02
"492","SoCal","Scripps",2022-04-27,"Spring",10,1.45,1.05,0,3,0,0,0,0,0,"Expanded","Historic",0,0,0,0,32.871304,1,0
"493","SoCal","Scripps",2022-04-27,"Spring",10,1.78,0.8,1,8,28,0,0,0,0,"Expanded","Historic",0,0,0,0,32.871304,0.888888888888889,0.28
"494","SoCal","Scripps",2022-04-27,"Spring",10,4.22,0.55,0,17,0,0,0,0,0,"Expanded","Historic",0,0,0,0,32.871304,1,0
"495","SoCal","Scripps",2022-04-27,"Spring",10,15.95,0.3,5,63,0,0,0,0,0,"Expanded","Historic",0,0,0,0,32.871304,0.926470588235294,0
"496","SoCal","Scripps",2022-04-27,"Spring",11,0,1.39,0.5,18,0,0,0,0,0,"Expanded","Historic",0,0,0,0,32.871304,0.972972972972973,0
"497","SoCal","Scripps",2022-04-27,"Spring",11,0.81,1.14,0,3,20,0,0,0,0,"Expanded","Historic",0,0,0,0,32.871304,1,0.2
"498","SoCal","Scripps",2022-04-27,"Spring",11,1.35,0.89,2,19,22,0,0,0,0,"Expanded","Historic",0,0,0,0,32.871304,0.904761904761905,0.22
"499","SoCal","Scripps",2022-04-27,"Spring",11,12.82,0.64,0,24,0,0,0,0,0,"Expanded","Historic",0,0,0,0,32.871304,1,0
"500","SoCal","Scripps",2022-04-27,"Spring",11,19.32,0.39,0,0,0,0,0,2,0,"Expanded","Historic",0,0,1.09861228866811,0,32.871304,NA,0
"501","SoCal","Scripps",2022-04-27,"Spring",21,0,2.06,4,85,0.5,0,0,0,0,"Expanded","Historic",0,0,0,0,32.871304,0.955056179775281,0.005
"502","SoCal","Scripps",2022-04-27,"Spring",21,0.52,1.81,5,40,12,0,0,0,0,"Expanded","Historic",0,0,0,0,32.871304,0.888888888888889,0.12
"503","SoCal","Scripps",2022-04-27,"Spring",21,0.75,1.56,25,75,0,0,0,0,0,"Expanded","Historic",0,0,0,0,32.871304,0.75,0
"504","SoCal","Scripps",2022-04-27,"Spring",21,1.5,1.31,0.5,1,8,0,0,0,0,"Expanded","Historic",0,0,0,0,32.871304,0.666666666666667,0.08
"505","SoCal","Scripps",2022-04-27,"Spring",21,1.91,1.06,1,3,14,0,0,0,0,"Expanded","Historic",0,0,0,0,32.871304,0.75,0.14
"506","SoCal","Scripps",2022-04-27,"Spring",21,2.16,0.81,20,40,5,0,0,0,0,"Expanded","Historic",0,0,0,0,32.871304,0.666666666666667,0.05
"507","SoCal","Scripps",2022-04-27,"Spring",21,2.5,0.56,20,70,0,0,0,0,0,"Expanded","Historic",0,0,0,0,32.871304,0.777777777777778,0
"508","SoCal","Scripps",2022-04-27,"Spring",21,8.25,0.31,0,0,0,0,0,0,0,"Expanded","Historic",0,0,0,0,32.871304,NA,0
"509","SoCal","Scripps",2022-04-27,"Spring",19,0,1.58,3,85,0,0,0,0,0,"Expanded","Historic",0,0,0,0,32.871304,0.965909090909091,0
"510","SoCal","Scripps",2022-04-27,"Spring",19,0.66,1.33,0.5,8,10,0,0,0,0,"Expanded","Historic",0,0,0,0,32.871304,0.941176470588235,0.1
"511","SoCal","Scripps",2022-04-27,"Spring",19,1.06,1.08,0.2,8,10,0,0,0,0,"Expanded","Historic",0,0,0,0,32.871304,0.975609756097561,0.1
"512","SoCal","Scripps",2022-04-27,"Spring",19,1.53,0.83,0.5,35,3,0,0,0,0,"Expanded","Historic",0,0,0,0,32.871304,0.985915492957746,0.03
"513","SoCal","Scripps",2022-04-27,"Spring",19,6.07,0.58,4,35,0.5,0,0,0,0,"Expanded","Historic",0,0,0,0,32.871304,0.897435897435897,0.005
"514","SoCal","Scripps",2022-04-27,"Spring",19,6.89,0.33,0.1,10,0,0,0,0,0,"Expanded","Historic",0,0,0,0,32.871304,0.99009900990099,0
"515","SoCal","Cardiff",2022-04-23,"Spring",10,0,1.35,0,0,48,0,0,0,0,"Expanded","Historic",0,0,0,0,32.999924,NA,0.48
"516","SoCal","Cardiff",2022-04-23,"Spring",10,0.56,1.1,0,0,11,0,0,0,0,"Expanded","Historic",0,0,0,0,32.999924,NA,0.11
"517","SoCal","Cardiff",2022-04-23,"Spring",10,0.81,0.85,0,0,0,0,0,0,0,"Expanded","Historic",0,0,0,0,32.999924,NA,0
"518","SoCal","Cardiff",2022-04-23,"Spring",10,1.06,0.6,0,0,0,0,0,0,0,"Expanded","Historic",0,0,0,0,32.999924,NA,0
"519","SoCal","Cardiff",2022-04-23,"Spring",11,0,1.29,0,0,38,0,0,0,0,"Expanded","Historic",0,0,0,0,32.999924,NA,0.38
"520","SoCal","Cardiff",2022-04-23,"Spring",11,0.57,1.04,0,0,4,0,0,0,0,"Expanded","Historic",0,0,0,0,32.999924,NA,0.04
"521","SoCal","Cardiff",2022-04-23,"Spring",11,0.84,0.79,0,0,0,0,0,0,0,"Expanded","Historic",0,0,0,0,32.999924,NA,0
"522","SoCal","Cardiff",2022-04-23,"Spring",13,0,1.32,0,2,33,0,0,0,0,"Expanded","Historic",0,0,0,0,32.999924,1,0.33
"523","SoCal","Cardiff",2022-04-23,"Spring",13,0.46,1.07,0,0,0,0,0,0,0,"Expanded","Historic",0,0,0,0,32.999924,NA,0
"524","SoCal","Cardiff",2022-04-23,"Spring",13,0.73,0.82,0,0,0,0,0,0,0,"Expanded","Historic",0,0,0,0,32.999924,NA,0
"525","SoCal","Cardiff",2022-04-23,"Spring",13,1.85,0.57,0,0,0,0,0,0,0,"Expanded","Historic",0,0,0,0,32.999924,NA,0
"526","SoCal","Cardiff",2022-04-23,"Spring",18,0,0.94,0,0,4,0,0,0,0,"Expanded","Historic",0,0,0,0,32.999924,NA,0.04
"527","SoCal","Cardiff",2022-04-23,"Spring",18,0.89,0.69,0,0,0,0,0,0,0,"Expanded","Historic",0,0,0,0,32.999924,NA,0
"528","SoCal","Cardiff",2022-04-23,"Spring",18,3.66,0.44,0,0,0,0,0,0,0,"Expanded","Historic",0,0,0,0,32.999924,NA,0
"529","SoCal","Cardiff",2022-04-23,"Spring",25,0,1.35,0,0,73,0,0,0,0,"Expanded","Historic",0,0,0,0,32.999924,NA,0.73
"530","SoCal","Cardiff",2022-04-23,"Spring",25,0.48,1.1,0,0,4,0,0,0,0,"Expanded","Historic",0,0,0,0,32.999924,NA,0.04
"531","SoCal","Cardiff",2022-04-23,"Spring",25,1.1,0.85,0,0,0,0,0,0,0,"Expanded","Historic",0,0,0,0,32.999924,NA,0
"532","SoCal","Cardiff",2022-04-23,"Spring",25,1.56,0.6,0,0,0,0,0,0,0,"Expanded","Historic",0,0,0,0,32.999924,NA,0
"533","SoCal","Cardiff",2022-04-23,"Spring",25,2.12,0.35,0,0,4,0,0,0,0,"Expanded","Historic",0,0,0,0,32.999924,NA,0.04
"534","SoCal","Dana Point",2022-04-25,"Spring",18,0,1.6,9,66,4,0,0,0,0,"Expanded","Historic",0,0,0,0,33.459808,0.88,0.04
"535","SoCal","Dana Point",2022-04-25,"Spring",18,1.84,1.35,12,11,52,0,0,0,0,"Expanded","Historic",0,0,0,0,33.459808,0.478260869565217,0.52
"536","SoCal","Dana Point",2022-04-25,"Spring",18,2.5,1.1,5,15,93,0,0,0,0,"Expanded","Historic",0,0,0,0,33.459808,0.75,0.93
"537","SoCal","Dana Point",2022-04-25,"Spring",18,2.91,0.85,3,11,100,0,0,0,0,"Expanded","Historic",0,0,0,0,33.459808,0.785714285714286,1
"538","SoCal","Dana Point",2022-04-25,"Spring",18,3.37,0.6,0.1,9,15,0,0,0,0,"Expanded","Historic",0,0,0,0,33.459808,0.989010989010989,0.15
"539","SoCal","Dana Point",2022-04-25,"Spring",18,3.66,0.35,0,0,1,0,0,0,0,"Expanded","Historic",0,0,0,0,33.459808,NA,0.01
"540","SoCal","Dana Point",2022-04-25,"Spring",18,5.89,0.1,0,0,0,0,0,0,0,"Expanded","Historic",0,0,0,0,33.459808,NA,0
"541","SoCal","Dana Point",2022-04-25,"Spring",20,0,1.5,12,73,0,0,0,0,0,"Expanded","Historic",0,0,0,0,33.459808,0.858823529411765,0
"542","SoCal","Dana Point",2022-04-25,"Spring",20,1.4,1.25,22,17,34,0,0,0,0,"Expanded","Historic",0,0,0,0,33.459808,0.435897435897436,0.34
"543","SoCal","Dana Point",2022-04-25,"Spring",20,2.17,1,0,3,100,0,0,0,0,"Expanded","Historic",0,0,0,0,33.459808,1,1
"544","SoCal","Dana Point",2022-04-25,"Spring",20,2.74,0.75,8,5,15,0,0,0,0,"Expanded","Historic",0,0,0,0,33.459808,0.384615384615385,0.15
"545","SoCal","Dana Point",2022-04-25,"Spring",20,3.91,0.5,0,0,0,0,0,0,0,"Expanded","Historic",0,0,0,0,33.459808,NA,0
"546","SoCal","Dana Point",2022-04-25,"Spring",20,7,0.25,0,0,0,0,0,0,0,"Expanded","Historic",0,0,0,0,33.459808,NA,0
"547","SoCal","Dana Point",2022-04-25,"Spring",0,0,0.9,0.7,2,100,0,0,0,0,"Expanded","Historic",0,0,0,0,33.459808,0.740740740740741,1
"548","SoCal","Dana Point",2022-04-25,"Spring",0,0.81,0.65,0,0.5,0,0,0,0,0,"Expanded","Historic",0,0,0,0,33.459808,1,0
"549","SoCal","Dana Point",2022-04-25,"Spring",0,2.5,0.4,0,1,0,0,0,0,0,"Expanded","Historic",0,0,0,0,33.459808,1,0
"550","SoCal","Dana Point",2022-04-25,"Spring",17,0,1.52,6,94,1,0,0,0,0,"Expanded","Historic",0,0,0,0,33.459808,0.94,0.01
"551","SoCal","Dana Point",2022-04-25,"Spring",17,1.73,1.27,5,88,96,0,0,0,0,"Expanded","Historic",0,0,0,0,33.459808,0.946236559139785,0.96
"552","SoCal","Dana Point",2022-04-25,"Spring",17,2.69,1.02,0,2,97,0,0,0,0,"Expanded","Historic",0,0,0,0,33.459808,1,0.97
"553","SoCal","Dana Point",2022-04-25,"Spring",17,4.12,0.77,1,4,99,0,0,0,0,"Expanded","Historic",0,0,0,0,33.459808,0.8,0.99
"554","SoCal","Dana Point",2022-04-25,"Spring",17,4.9,0.52,2,6,50,0,0,0,0,"Expanded","Historic",0,0,0,0,33.459808,0.75,0.5
"555","SoCal","Dana Point",2022-04-25,"Spring",17,5.25,0.27,0.1,0.1,0,0,0,0,0,"Expanded","Historic",0,0,0,0,33.459808,0.5,0
"556","SoCal","Dana Point",2022-04-25,"Spring",17,5.52,0.02,0,0,0,0,0,0,0,"Expanded","Historic",0,0,0,0,33.459808,NA,0
"557","SoCal","Dana Point",2022-04-25,"Spring",8,0,0.87,0,20,100,0,0,0,0,"Expanded","Historic",0,0,0,0,33.459808,1,1
"558","SoCal","Dana Point",2022-04-25,"Spring",8,1.34,0.62,0,20,87,0,0,0,0,"Expanded","Historic",0,0,0,0,33.459808,1,0.87
"559","SoCal","Dana Point",2022-04-25,"Spring",8,1.97,0.37,0,5,0,0,0,0,0,"Expanded","Historic",0,0,0,0,33.459808,1,0
"560","SoCal","Dana Point",2022-04-25,"Spring",8,2.3,0.12,0,5,0,0,0,0,0,"Expanded","Historic",0,0,0,0,33.459808,1,0
"561","SoCal","Little Corona",2022-04-22,"Spring",1,0,1.64,12,60,2,0,0,0,0,"NA","Historic",0,0,0,0,33.58897,0.833333333333333,0.02
"562","SoCal","Little Corona",2022-04-22,"Spring",1,0.7,1.39,2,5,5,0,0,0,0,"NA","Historic",0,0,0,0,33.58897,0.714285714285714,0.05
"563","SoCal","Little Corona",2022-04-22,"Spring",1,1.45,1.14,3,68,8,0,0,0,0,"NA","Historic",0,0,0,0,33.58897,0.957746478873239,0.08
"564","SoCal","Little Corona",2022-04-22,"Spring",1,5.05,0.89,1,5,3,0,0,0,0,"NA","Historic",0,0,0,0,33.58897,0.833333333333333,0.03
"565","SoCal","Little Corona",2022-04-22,"Spring",1,6.65,0.64,0,0,4,0,0,0,0,"NA","Historic",0,0,0,0,33.58897,NA,0.04
"566","SoCal","Little Corona",2022-04-22,"Spring",4,0,1.85,6,70,0,0,0,0,0,"NA","Historic",0,0,0,0,33.58897,0.921052631578947,0
"567","SoCal","Little Corona",2022-04-22,"Spring",4,0.93,1.6,3,75,8,0,0,0,0,"NA","Historic",0,0,0,0,33.58897,0.961538461538462,0.08
"568","SoCal","Little Corona",2022-04-22,"Spring",4,2.3,1.35,8,30,12,0,0,0,0,"NA","Historic",0,0,0,0,33.58897,0.789473684210526,0.12
"569","SoCal","Little Corona",2022-04-22,"Spring",4,12.56,1.1,0,1,70,0,0,0,0,"NA","Historic",0,0,0,0,33.58897,1,0.7
"570","SoCal","Little Corona",2022-04-22,"Spring",4,12.84,0.85,1,1,16,0,0,0,0,"NA","Historic",0,0,0,0,33.58897,0.5,0.16
"571","SoCal","Little Corona",2022-04-22,"Spring",4,13.15,0.6,2,0,0,0,0,0,0,"NA","Historic",0,0,0,0,33.58897,0,0
"572","SoCal","Little Corona",2022-04-22,"Spring",4,13.4,0.35,0,0,0,0,0,0,0,"NA","Historic",0,0,0,0,33.58897,NA,0
"573","SoCal","Little Corona",2022-04-22,"Spring",5,0,1.9,2,31,0,0,0,0,0,"NA","Historic",0,0,0,0,33.58897,0.939393939393939,0
"574","SoCal","Little Corona",2022-04-22,"Spring",5,0.66,1.65,19,39,5,0,0,0,0,"NA","Historic",0,0,0,0,33.58897,0.672413793103448,0.05
"575","SoCal","Little Corona",2022-04-22,"Spring",5,1.82,1.4,23,74,0,0,0,0,0,"NA","Historic",0,0,0,0,33.58897,0.762886597938144,0
"576","SoCal","Little Corona",2022-04-22,"Spring",5,2.49,1.15,13,31,17,0,0,0,0,"NA","Historic",0,0,0,0,33.58897,0.704545454545455,0.17
"577","SoCal","Little Corona",2022-04-22,"Spring",5,12.71,0.9,0.3,23,30,0,0,0,0,"NA","Historic",0,0,0,0,33.58897,0.987124463519313,0.3
"578","SoCal","Little Corona",2022-04-22,"Spring",5,12.98,0.65,0,0,0,0,0,0,0,"NA","Historic",0,0,0,0,33.58897,NA,0
"579","SoCal","Little Corona",2022-04-22,"Spring",5,13.3,0.4,0,0,0,0,0,0,0,"NA","Historic",0,0,0,0,33.58897,NA,0
"580","SoCal","Little Corona",2022-04-22,"Spring",6,0,1.91,3,47,0,0,0,0,0,"NA","Historic",0,0,0,0,33.58897,0.94,0
"581","SoCal","Little Corona",2022-04-22,"Spring",6,0.69,1.66,8,31,5,0,0,0,0,"NA","Historic",0,0,0,0,33.58897,0.794871794871795,0.05
"582","SoCal","Little Corona",2022-04-22,"Spring",6,2.32,1.41,12,43,11,0,0,0,0,"NA","Historic",0,0,0,0,33.58897,0.781818181818182,0.11
"583","SoCal","Little Corona",2022-04-22,"Spring",6,3.73,1.16,16,22,4,0,0,0,0,"NA","Historic",0,0,0,0,33.58897,0.578947368421053,0.04
"584","SoCal","Little Corona",2022-04-22,"Spring",6,12.11,0.91,0,26,89,0,0,0,0,"NA","Historic",0,0,0,0,33.58897,1,0.89
"585","SoCal","Little Corona",2022-04-22,"Spring",6,12.44,0.66,0,7,11,0,0,0,0,"NA","Historic",0,0,0,0,33.58897,1,0.11
"586","SoCal","Little Corona",2022-04-22,"Spring",6,12.78,0.41,0,0,0,0,0,0,0,"NA","Historic",0,0,0,0,33.58897,NA,0
"587","SoCal","Little Corona",2022-04-22,"Spring",6,14.65,0.16,0,0,0,0,0,0,0,"NA","Historic",0,0,0,0,33.58897,NA,0
"588","SoCal","Little Corona",2022-04-22,"Spring",7,0,1.94,4,23,1,0,0,0,0,"NA","Historic",0,0,0,0,33.58897,0.851851851851852,0.01
"589","SoCal","Little Corona",2022-04-22,"Spring",7,0.48,1.69,7,0,12,0,0,0,0,"NA","Historic",0,0,0,0,33.58897,0,0.12
"590","SoCal","Little Corona",2022-04-22,"Spring",7,3.73,1.44,5,85,4,0,0,0,0,"NA","Historic",0,0,0,0,33.58897,0.944444444444444,0.04
"591","SoCal","Little Corona",2022-04-22,"Spring",7,12.22,1.19,0.2,30,98,0,0,0,0,"NA","Historic",0,0,0,0,33.58897,0.993377483443709,0.98
"592","SoCal","Little Corona",2022-04-22,"Spring",7,12.55,0.94,0.2,5,23,0,0,0,0,"NA","Historic",0,0,0,0,33.58897,0.961538461538461,0.23
"593","SoCal","Little Corona",2022-04-22,"Spring",7,14.81,0.69,3,1,11,0,0,0,0,"NA","Historic",0,0,0,0,33.58897,0.25,0.11
"594","SoCal","Goff Island",2022-04-26,"Spring",16,0,2.04,12,56,0,0,0,0,0,"Expanded","Historic",0,0,0,0,33.513738,0.823529411764706,0
"595","SoCal","Goff Island",2022-04-26,"Spring",16,7.59,1.79,0,0.7,0,0,0,0,0,"Expanded","Historic",0,0,0,0,33.513738,1,0
"596","SoCal","Goff Island",2022-04-26,"Spring",16,12.4,1.54,0,5,3,0,0,0,0,"Expanded","Historic",0,0,0,0,33.513738,1,0.03
"597","SoCal","Goff Island",2022-04-26,"Spring",9,0,2.03,5,14,2,0,0,0,0,"Expanded","Historic",0,0,0,0,33.513738,0.736842105263158,0.02
"598","SoCal","Goff Island",2022-04-26,"Spring",9,1,1.78,5,73,0,0,0,0,0,"Expanded","Historic",0,0,0,0,33.513738,0.935897435897436,0
"599","SoCal","Goff Island",2022-04-26,"Spring",9,1.34,1.53,9,16,0,0,0,0,0,"Expanded","Historic",0,0,0,0,33.513738,0.64,0
"600","SoCal","Goff Island",2022-04-26,"Spring",9,9.55,1.28,0,0.9,6,0,1,0,1,"Expanded","Historic",1,0,0,0.693147180559945,33.513738,1,0.06
"601","SoCal","Goff Island",2022-04-26,"Spring",9,14.76,1.03,0,2,18,0,0,0,0,"Expanded","Historic",0,0,0,0,33.513738,1,0.18
"602","SoCal","Goff Island",2022-04-26,"Spring",7,0,1.79,6,27,0,0,0,0,0,"Expanded","Historic",0,0,0,0,33.513738,0.818181818181818,0
"603","SoCal","Goff Island",2022-04-26,"Spring",7,0.51,1.54,8,40,0.5,0,0,0,0,"Expanded","Historic",0,0,0,0,33.513738,0.833333333333333,0.005
"604","SoCal","Goff Island",2022-04-26,"Spring",7,10.4,1.29,2,0,42,0,0.7,0,1,"Expanded","Historic",1,0,0,0.693147180559945,33.513738,0,0.42
"605","SoCal","Goff Island",2022-04-26,"Spring",7,13.7,1.04,0,11,37,0,0,0,0,"Expanded","Historic",0,0,0,0,33.513738,1,0.37
"606","SoCal","Goff Island",2022-04-26,"Spring",6,0,1.59,0.1,0.4,0,0,5,0,3,"Expanded","Historic",1,0,0,1.38629436111989,33.513738,0.8,0
"607","SoCal","Goff Island",2022-04-26,"Spring",6,0.43,1.34,0,1,10,0,0,0,0,"Expanded","Historic",0,0,0,0,33.513738,1,0.1
"608","SoCal","Goff Island",2022-04-26,"Spring",6,1.09,1.09,0,0,14,0,6,0,3,"Expanded","Historic",1,0,0,1.38629436111989,33.513738,NA,0.14
"609","SoCal","Goff Island",2022-04-26,"Spring",6,1.8,0.84,0,2,20,0,0,0,0,"Expanded","Historic",0,0,0,0,33.513738,1,0.2
"610","SoCal","Goff Island",2022-04-26,"Spring",6,9.75,0.59,0,17,48,0,0,0,0,"Expanded","Historic",0,0,0,0,33.513738,1,0.48
"611","SoCal","Goff Island",2022-04-26,"Spring",6,12.8,0.34,0.2,16,0,0,0,0,0,"Expanded","Historic",0,0,0,0,33.513738,0.987654320987654,0
"612","SoCal","Goff Island",2022-04-26,"Spring",4,0,1.6,0,0,3,0,0,0,0,"Expanded","Historic",0,0,0,0,33.513738,NA,0.03
"613","SoCal","Goff Island",2022-04-26,"Spring",4,0.95,1.35,0,35,45,0,0,0,0,"Expanded","Historic",0,0,0,0,33.513738,1,0.45
"614","SoCal","Goff Island",2022-04-26,"Spring",4,2.12,1.1,3,5,64,0,0,0,0,"Expanded","Historic",0,0,0,0,33.513738,0.625,0.64
"615","SoCal","Goff Island",2022-04-26,"Spring",4,3.45,0.85,0,2,4,0,0,0,0,"Expanded","Historic",0,0,0,0,33.513738,1,0.04
